Date,Team,Player_Name,Notes,Year,Injury_Type
2019-12-28,Rockets,Clint Capela,Placed On Il With Right Heel Injury,2019,Other
2019-12-28,Rockets,Michael Frazier Ii,Placed On Il,2019,Other
2019-12-28,Thunder,Dennis Schroder,Sore Right Ankle (Dtd),2019,Other
2019-12-28,Timberwolves,Andrew Wiggins,Illness (Dtd),2019,Other
2019-12-28,Warriors,Omari Spellman,Placed On Il With Illness,2019,Other
2019-12-28,Wizards,Bradley Beal,Placed On Il With Right Leg Injury,2019,Other
2019-12-29,Blazers,Skal Labissiere,Left Knee Injury (Out Indefinitely),2019,Other
2019-12-29,Grizzlies,Jae Crowder,Placed On Il With Sore Left Ankle,2019,Other
2019-12-29,Kings,Nan,Activated From Il,2019,Other
2019-12-29,Nuggets,Gary Harris,Bruised Left Shin (Dtd),2019,Bruise
2019-12-29,Rockets,James Harden,Sprained Toe (Dtd),2019,Sprain
2019-12-29,Rockets,Tyson Chandler,Shoulder Injury (Dtd),2019,Other
2019-12-29,Thunder,Dennis Schroder,Placed On Il With Sore Right Ankle,2019,Other
2019-12-29,Thunder,Russell Westbrook,Placed On Il,2019,Other
2019-12-30,Bucks,Wes Matthews Jr.,Placed On Il With Bruised Right Thigh,2019,Bruise
2019-12-30,Bucks,Nan,Activated From Il,2019,Other
2019-12-30,Celtics,Jaylen Brown,Illness (Dtd),2019,Other
2019-12-30,Clippers,Patrick Beverley,Sprained Right Wrist (Dtd),2019,Sprain
2019-12-30,Hawks,Chandler Parsons,Placed On Il,2019,Other
2019-12-30,Heat,James Johnson,Stomach Illness (Dtd),2019,Other
2019-12-30,Magic,Aaron Gordon,Placed On Il With Left Achilles Injury,2019,Other
2019-12-30,Pistons,Blake Griffin,Sore Left Knee (Dtd),2019,Other
2019-12-30,Suns,Frank Kaminsky,Sore Right Knee (Out Indefinitely),2019,Other
2019-12-30,Timberwolves,Andrew Wiggins,Placed On Il With Illness,2019,Other
2019-12-30,Timberwolves,Noah Vonleh,Bruised Gluteus (Dtd),2019,Bruise
2019-12-30,Timberwolves,Treveon Graham,Illness (Dtd),2019,Other
2019-12-31,76Ers,Joel Embiid,Placed On Il With Sore Left Knee,2019,Other
2019-12-31,Celtics,Jaylen Brown,Placed On Il With Illness,2019,Other
2019-12-31,Clippers,Patrick Beverley,Placed On Il With Sprained Right Wrist,2019,Sprain
2019-12-31,Mavericks,Kristaps Porzingis,Placed On Il With Sore Right Knee,2019,Other
2019-12-31,Mavericks,Ryan Broekhoff,Placed On Il With Fractured Fibula In Left Leg,2019,Fracture
2019-12-31,Mavericks,Tim Hardaway Jr.,Placed On Il With Strained Left Hamstring,2019,Strain
2019-12-31,Nuggets,Gary Harris,Placed On Il With Bruised Left Shin,2019,Bruise
2019-12-31,Nuggets,Nan,Activated From Il,2019,Other
2019-12-31,Warriors,D'Angelo Russell,Right Shoulder Injury (Dtd),2019,Other
2019-12-31,Warriors,Willie Cauley-Stein,Placed On Il With Illness,2019,Other
2020-01-01,Blazers,Skal Labissiere,Placed On Il,2020,Other
2020-01-01,Heat,Nan,Returned To Lineup,2020,Other
2020-01-01,Suns,Frank Kaminsky,Placed On Il With Sore Right Knee,2020,Other
2020-01-01,Timberwolves,Jeff Teague,Sprained Right Knee (Dtd),2020,Sprain
2020-01-02,76Ers,Nan,Activated From Il,2020,Other
2020-01-02,Jazz,Nigel Williams-Goss,Placed On Il,2020,Other
2020-01-02,Magic,Jonathan Isaac,Left Knee Injury (Out For Season),2020,Other
2020-01-02,Nets,Garrett Temple,Placed On Il With Bruised Right Knee,2020,Bruise
2020-01-02,Nuggets,Vlatko Cancar,Placed On Il,2020,Other
2020-01-02,Pacers,Edmond Sumner,Placed On Il With Sore Right Knee,2020,Other
2020-01-02,Pacers,Malcolm Brogdon,Placed On Il With Sore Lower Back,2020,Other
2020-01-02,Timberwolves,Treveon Graham,Placed On Il With Illness,2020,Other
2020-01-03,76Ers,James Ennis,Placed On Il With Illness,2020,Other
2020-01-03,Blazers,Nan,Returned To Lineup,2020,Other
2020-01-03,Cavaliers,Larry Nance Jr.,Sore Left Knee (Out Indefinitely),2020,Other
2020-01-03,Celtics,Kemba Walker,Placed On Il With Illness,2020,Other
2020-01-03,Hawks,Evan Turner,Placed On Il,2020,Other
2020-01-03,Heat,Dion Waiters,Illness (Dtd),2020,Other
2020-01-03,Lakers,Alex Caruso,Placed On Il With Right Calf Injury,2020,Other
2020-01-03,Magic,Jonathan Isaac,Placed On Il With Left Knee Injury,2020,Other
2020-01-03,Wizards,Bradley Beal,Right Leg Injury (Dtd),2020,Other
2020-01-04,Bucks,Nan,Activated From Il,2020,Other
2020-01-04,Bulls,Adam Mokoka,Placed On Il,2020,Other
2020-01-04,Cavaliers,Larry Nance Jr.,Placed On Il With Sore Left Knee,2020,Other
2020-01-04,Clippers,Paul George,Placed On Il With Left Hamstring Injury,2020,Other
2020-01-04,Hawks,Cam Reddish,Placed On Il With Sprained Right Wrist,2020,Sprain
2020-01-04,Hawks,Jabari Parker,Placed On Il With Throat Injury,2020,Other
2020-01-04,Hawks,John Collins,Placed On Il With Back Injury,2020,Other
2020-01-04,Kings,Bogdan Bogdanovic,Placed On Il With Sore Right Ankle,2020,Other
2020-01-04,Spurs,Dejounte Murray,Placed On Il For Personal Reasons,2020,Other
2020-01-04,Warriors,D'Angelo Russell,Placed On Il With Right Shoulder Injury,2020,Other
2020-01-04,Wizards,Bradley Beal,Placed On Il With Right Leg Injury,2020,Other
2020-01-04,Wizards,Thomas Bryant,Placed On Il,2020,Other
2020-01-05,Blazers,C.J. Mccollum,Illness (Dtd),2020,Other
2020-01-05,Bucks,Pat Connaughton,Bruised Right Thigh (Dtd),2020,Bruise
2020-01-05,Cavaliers,Tristan Thompson,Placed On Il With Illness,2020,Other
2020-01-05,Clippers,Kawhi Leonard,Placed On Il,2020,Other
2020-01-05,Clippers,Nan,Activated From Il,2020,Other
2020-01-05,Heat,Jimmy Butler,Sore Lower Back (Dtd),2020,Other
2020-01-05,Thunder,Nerlens Noel,Sprained Left Ankle (Dtd),2020,Sprain
2020-01-05,Warriors,Draymond Green,Sprained Right Ankle (Dtd),2020,Sprain
2020-01-06,76Ers,Nan,Activated From Il,2020,Other
2020-01-06,Bucks,Pat Connaughton,Placed On Il With Bruised Right Thigh,2020,Bruise
2020-01-06,Cavaliers,Kevin Porter Jr.,Sprained Left Knee (Out Indefinitely),2020,Sprain
2020-01-06,Celtics,Romeo Langford,Placed On Il With Illness,2020,Other
2020-01-06,Hawks,Chandler Parsons,Placed On Il,2020,Other
2020-01-06,Hawks,Evan Turner,Placed On Il,2020,Other
2020-01-06,Hornets,Marvin Williams,Placed On Il With Fractured Nose,2020,Fracture
2020-01-06,Hornets,Michael Kidd-Gilchrist,Placed On Il With Illness,2020,Other
2020-01-06,Nuggets,Vlatko Cancar,Placed On Il,2020,Other
2020-01-06,Pelicans,Jrue Holiday,Left Elbow Injury (Dtd),2020,Other
2020-01-06,Thunder,Nerlens Noel,Placed On Il With Sprained Left Ankle,2020,Sprain
2020-01-06,Warriors,Draymond Green,Placed On Il With Sprained Right Ankle,2020,Sprain
2020-01-06,Bulls,Adam Mokoka,Right Eye Injury (Dtd),2020,Other
2020-01-07,Bucks,George Hill,Illness (Dtd),2020,Other
2020-01-07,Bulls,Wendell Carter Jr.,Sprained Right Ankle (Dtd),2020,Sprain
2020-01-07,Cavaliers,Dante Exum,Placed On Il With Illness,2020,Other
2020-01-07,Cavaliers,Kevin Porter Jr.,Placed On Il With Sprained Left Knee,2020,Sprain
2020-01-07,Cavaliers,Nan,Activated From Il,2020,Other
2020-01-07,Hawks,Jabari Parker,Placed On Il With Right Shoulder Injury,2020,Other
2020-01-07,Kings,Richaun Holmes,Placed On Il With Sprained Right Shoulder,2020,Sprain
2020-01-07,Knicks,Marcus Morris,Placed On Il With Sore Neck,2020,Other
2020-01-07,Pistons,Blake Griffin,Surgery On Left Knee (Out Indefinitely),2020,Surgery
2020-01-07,Raptors,Fred Vanvleet,Strained Right Hamstring (Dtd),2020,Strain
2020-01-07,Thunder,Danilo Gallinari,Placed On Il With Right Calf Injury,2020,Other
2020-01-08,Blazers,Skal Labissiere,Placed On Il With Left Knee Injury,2020,Other
2020-01-08,Bucks,George Hill,Placed On Il With Illness,2020,Other
2020-01-08,Bucks,Nan,Activated From Il,2020,Other
2020-01-08,Bulls,Wendell Carter Jr.,Placed On Il With High Right Ankle Sprain,2020,Sprain
2020-01-08,Hawks,Bruno Fernando,Placed On Il With Strained Left Calf,2020,Strain
2020-01-08,Magic,Al-Farouq Aminu,Surgery On Right Knee (Out For Season),2020,Surgery
2020-01-08,Nuggets,Paul Millsap,Placed On Il With Bruised Left Knee,2020,Bruise
2020-01-08,Pelicans,Kenrich Williams,Sore Lower Back (Dtd),2020,Other
2020-01-08,Rockets,Russell Westbrook,Placed On Il,2020,Other
2020-01-08,Wizards,Garrison Mathews,Placed On Il With Sprained Right Ankle,2020,Sprain
2020-01-08,Heat,Gabe Vincent,Placed On Il,2020,Other
2020-01-09,76Ers,Joel Embiid,Placed On Il With Left Hand Injury,2020,Other
2020-01-09,76Ers,Nan,Activated From Il,2020,Other
2020-01-09,Clippers,Paul George,Strained Left Hamstring (Dtd),2020,Strain
2020-01-09,Rockets,Eric Gordon,Sore Right Knee (Dtd),2020,Other
2020-01-10,Bucks,Ersan Ilyasova,Placed On Il With Sore Right Knee,2020,Other
2020-01-10,Clippers,Paul George,Placed On Il With Strained Left Hamstring,2020,Strain
2020-01-10,Clippers,Nan,Activated From Il,2020,Other
2020-01-10,Heat,Justise Winslow,Placed On Il With Bruised Lower Back (Out For Season),2020,Bruise
2020-01-10,Jazz,Nigel Williams-Goss,Placed On Il,2020,Other
2020-01-10,Lakers,Anthony Davis,Placed On Il With Bruised Tailbone,2020,Bruise
2020-01-10,Magic,Aaron Gordon,Placed On Il With Right Calf Injury,2020,Other
2020-01-10,Magic,D.J. Augustine,Bruised Left Knee (Dtd),2020,Bruise
2020-01-10,Nets,Garrett Temple,Placed On Il With Bruised Right Knee,2020,Bruise
2020-01-10,Nets,Wilson Chandler,Placed On Il With Left Hamstring Injury,2020,Other
2020-01-10,Pacers,Domas Sabonis,Placed On Il With Sore Left Knee,2020,Other
2020-01-10,Pacers,Malcolm Brogdon,Strep Throat (Already On Il),2020,Other
2020-01-11,Blazers,Hassan Whiteside,Illness (Dtd),2020,Other
2020-01-11,Bucks,Kyle Korver,Placed On Il With Sore Back,2020,Other
2020-01-11,Bucks,Nan,Activated From Il,2020,Other
2020-01-11,Lakers,Danny Green,Placed On Il With Right Hip Injury,2020,Other
2020-01-11,Lakers,Lebron James,Placed On Il With Illness,2020,Other
2020-01-11,Pelicans,Derrick Favors,Strained Right Hamstring (Dtd),2020,Strain
2020-01-11,Pelicans,J.J. Redick,Strained Left Hamstring (Dtd),2020,Strain
2020-01-11,Pelicans,Kenrich Williams,Placed On Il With Sore Lower Back,2020,Other
2020-01-11,Rockets,Clint Capela,Placed On Il With Right Heel Injury,2020,Other
2020-01-12,Celtics,Nan,Activated From Il,2020,Other
2020-01-12,Hawks,Trae Young,Left Hamstring Injury (Dtd),2020,Other
2020-01-12,Jazz,Donovan Mitchell,Placed On Il With Illness,2020,Other
2020-01-12,Knicks,Frank Ntilikina,Placed On Il With Groin Injury,2020,Other
2020-01-13,Blazers,Mario Hezonja,Bruised Lower Back (Dtd),2020,Bruise
2020-01-13,Blazers,Nan,Returned To Lineup,2020,Other
2020-01-13,Cavaliers,Ante Zizic,Placed On Il With Vestibular Condition,2020,Other
2020-01-13,Celtics,Daniel Theis,Placed On Il With Sore Right Knee,2020,Other
2020-01-13,Lakers,Rajon Rondo,Placed On Il With Fractured Finger,2020,Fracture
2020-01-13,Nets,Garrett Temple,Bruised Right Knee (Dtd),2020,Bruise
2020-01-13,Pelicans,Brandon Ingram,Sore Right Knee (Dtd),2020,Other
2020-01-13,Pelicans,Jrue Holiday,Placed On Il With Left Elbow Injury,2020,Other
2020-01-14,Bucks,Robin Lopez,Placed On Il,2020,Other
2020-01-14,Cavaliers,Nan,Activated From Il,2020,Other
2020-01-14,Grizzlies,Jae Crowder,Right Hip Injury (Dtd),2020,Other
2020-01-14,Hawks,Alex Len,Placed On Il With Sore Lower Back,2020,Other
2020-01-14,Nets,Garrett Temple,Placed On Il With Bruised Right Knee,2020,Bruise
2020-01-14,Nets,Wilson Chandler,Placed On Il With Left Hamstring Injury,2020,Other
2020-01-14,Suns,Ricky Rubio,Placed On Il For Personal Reasons,2020,Other
2020-01-14,Thunder,Abdel Nader,Sprained Left Ankle (Dtd),2020,Sprain
2020-01-14,Thunder,Russell Westbrook,Placed On Il,2020,Other
2020-01-14,Bucks,Frank Mason,Strained Oblique Muscle (Dtd),2020,Strain
2020-01-14,Grizzlies,Bruno Caboclo,Placed On Il With Left Knee Injury,2020,Other
2020-01-15,Celtics,Jayson Tatum,Placed On Il With Sore Right Knee,2020,Other
2020-01-15,Celtics,Nan,Activated From Il,2020,Other
2020-01-15,Hawks,Chandler Parsons,Concussion (Dtd),2020,Other
2020-01-15,Heat,Tyler Herro,Bruised Left Knee (Dtd),2020,Bruise
2020-01-15,Magic,D.J. Augustine,Placed On Il With Left Knee Injury,2020,Other
2020-01-15,Magic,Evan Fournier,Bruised Right Quadriceps (Dtd),2020,Bruise
2020-01-15,Nuggets,Gary Harris,Placed On Il With Strained Right Adductor,2020,Strain
2020-01-15,Suns,Kelly Oubre Jr.,Concussion (Dtd),2020,Other
2020-01-15,Thunder,Abdel Nader,Placed On Il With Sprained Left Ankle,2020,Sprain
2020-01-16,Bucks,Nan,Activated From Il,2020,Other
2020-01-16,Celtics,Jaylen Brown,Placed On Il With Sprained Right Thumb,2020,Sprain
2020-01-16,Knicks,Reggie Bullock,Placed On Il With Sore Neck,2020,Other
2020-01-16,Nuggets,Jamal Murray,Placed On Il With Sprained Left Ankle,2020,Sprain
2020-01-16,Pelicans,Jahlil Okafor,Sore Lower Back (Dtd),2020,Other
2020-01-16,Suns,Kelly Oubre Jr.,Placed On Il With Concussion,2020,Other
2020-01-16,Warriors,Jacob Evans,Placed On Il With Concussion,2020,Other
2020-01-17,Bulls,Daniel Gafford,Placed On Il With Right Thumb Injury,2020,Other
2020-01-17,Cavaliers,Brandon Knight,Placed On Il With Sore Left Knee,2020,Other
2020-01-17,Grizzlies,Nan,Returned To Lineup,2020,Other
2020-01-17,Knicks,R.J. Barrett,Sprained Right Ankle (Dtd),2020,Sprain
2020-01-17,Nets,Deandre Jordan,Finger Injury (Dtd),2020,Other
2020-01-17,Nets,Joe Harris,Sore Lower Back (Dtd),2020,Other
2020-01-17,Rockets,Austin Rivers,Sprained Right Thumb (Dtd),2020,Sprain
2020-01-17,Spurs,Demarre Carroll,Placed On Il,2020,Other
2020-01-17,Spurs,Rudy Gay,Placed On Il With Illness,2020,Other
2020-01-17,Thunder,Steven Adams,Placed On Il With Bruised Right Knee,2020,Bruise
2020-01-17,Timberwolves,Allen Crabbe,Placed On Il With Illness,2020,Other
2020-01-17,Warriors,Draymond Green,Left Finger Injury (Dtd),2020,Other
2020-01-18,Blazers,C.J. Mccollum,Sprained Left Ankle (Dtd),2020,Sprain
2020-01-18,Bucks,Robin Lopez,Placed On Il With Illness,2020,Other
2020-01-18,Cavaliers,John Henson,Placed On Il With Sore Lower Back,2020,Other
2020-01-18,Celtics,Kemba Walker,Placed On Il With Sore Left Knee,2020,Other
2020-01-18,Clippers,Moe Harkless,Placed On Il With Sore Lower Back,2020,Other
